state,rank,payer,payer_slug,as_reported,parent_org,payer_kind,lobs,approx_share_pct,share_basis,notes
NY,7,Cigna Healthcare,cigna-healthcare,,The Cigna Group,commercial,commercial,11.4,"Cigna share of NY private (commercial) enrollment — ~1.5M lives, largely self-funded ASO — Mark Farrah Associates, Dec 31, 2022",Almost entirely national-account ASO in NY (ranked 7 on all-lines basis because it has no Medicaid and negligible government book despite a big commercial share).
NY,8,Aetna (CVS Health),aetna,,CVS Health,commercial,commercial|medicare_advantage,10.2,"CVS/Aetna share of NY private enrollment — ~1.3M lives — Mark Farrah Associates, Dec 31, 2022",Commercial/ASO plus substantial MA book; no current mainstream NY Medicaid MCO contract.
NY,9,MetroPlusHealth (NYC Health + Hospitals),metroplushealth,,NYC Health + Hospitals,medicaid_mco,managed_medicaid|medicare_advantage|commercial,,"unverified: model knowledge — ~700k members (Medicaid, Essential Plan, CHP, GoldCare NYC-employee product); 2025 figure not verified","NYC-only, public-hospital-system plan; heavy Medicaid/Essential Plan. Network anchored on H+H facilities but contracts community providers."
NY,10,Highmark Blue Cross Blue Shield of Western New York,highmark-blue-cross-blue-shield-of-western-new-york,,Highmark Health,commercial,commercial|medicare_advantage|managed_medicaid,,"unverified: model knowledge — ~600k members in the Buffalo 8-county region (legacy HealthNow); ranks in a near-tie with MVP Health Care (~700k NY+VT), CDPHP (~350-400k) and Independent Health (~375k), which just miss this top-10",Western NY Blue licensee (Highmark affiliation 2021). Included per the multi-licensee Blue note; MVP/CDPHP/Independent Health are comparable-size regionals to keep on any NY credentialing list.
OH,1,Anthem Blue Cross and Blue Shield of Ohio (Elevance),anthem-blue-cross-and-blue-shield-of-ohio,,Elevance Health,commercial,commercial|medicare_advantage|managed_medicaid,,unverified: model knowledge — consistently OH's largest commercial carrier in AMA studies; also a Next Gen Medicaid MCO (verified) and major MA carrier; no single all-lines figure verified,Ohio's Blue licensee. Commercial ASO + fully insured leader statewide.
OH,2,CareSource Ohio,caresource-ohio,CareSource (OH),CareSource Management Group (Dayton-based non-profit),medicaid_mco,managed_medicaid|commercial|medicare_advantage,,"unverified: model knowledge — historically the largest Ohio Medicaid MCO (~1.1M+ Ohio Medicaid members, over half the managed-care population pre-NextGen); Next Gen MCO status verified (ODM)","Also selected for Next Generation MyCare (2026, verified). Marketplace and D-SNP books growing; Medicaid remains the dominant line."
OH,3,UnitedHealthcare,unitedhealthcare,UnitedHealthcare of Ohio (UnitedHealth Group),UnitedHealth Group,commercial,commercial|medicare_advantage|managed_medicaid,,unverified: model knowledge — top-3 across commercial + MA + a Next Gen Medicaid contract (contract verified via ODM),All-lines presence; single national credentialing pipeline.
OH,4,Medical Mutual of Ohio,medical-mutual-of-ohio,,Medical Mutual of Ohio (mutual; Ohio-based),commercial,commercial|medicare_advantage,,"Company-reported: ~1.2-1.5M members in Ohio incl. ~160k Medicare (MedMutual/eHealth company materials, 2024-2025) — figures vary by source, so pct left null",Largest Ohio-headquartered carrier; strong in NE Ohio employer market; 99% of Ohio hospitals in its SuperMed network. No Medicaid.
OH,5,Aetna (CVS Health),aetna,,CVS Health,commercial,commercial|medicare_advantage|managed_medicaid,,"unverified: model knowledge — commercial/ASO + MA, plus the statewide OhioRISE behavioral plan and legacy MyCare duals (Aetna Better Health of Ohio)",OhioRISE (verified via ODM) is a specialized youth behavioral plan — separate credentialing track from Aetna commercial.
OH,6,Buckeye Health Plan (Centene),buckeye-health-plan,,Centene Corporation,medicaid_mco,managed_medicaid|medicare_advantage|commercial,,unverified: model knowledge — second-tier Next Gen MCO (~400-500k range historically); Next Gen contract verified (ODM); selected for Next Gen MyCare 2026 (moderate confidence),Centene's Ohio flagship; credential once with Buckeye for Medicaid/Ambetter/Wellcare lines in most cases.
OH,7,Molina Healthcare of Ohio,molina-healthcare-of-ohio,,Molina Healthcare,medicaid_mco,managed_medicaid|medicare_advantage|commercial,,unverified: model knowledge for size (~350k Medicaid range); Next Gen MCO and Next Gen MyCare 2026 selection verified (ODM),Medicaid-led with marketplace and duals growth.
OH,8,Humana,humana,,Humana Inc.,medicare_advantage,medicare_advantage|managed_medicaid,,unverified: model knowledge — one of the largest MA carriers in Ohio (multi-hundred-thousand MA lives) plus the Humana Healthy Horizons Next Gen Medicaid contract (contract verified via ODM),MA-dominant; Medicaid entry (2023) is its first Ohio Medicaid book.
OH,9,Cigna Healthcare,cigna-healthcare,,The Cigna Group,commercial,commercial,,unverified: model knowledge — employer ASO book concentrated in Columbus/Cincinnati/Cleveland metros,Commercial ASO only in Ohio; MA book sold/transitioning after the HCSC Medicare divestiture.
OH,10,AultCare (Aultman Health Foundation),aultcare,,Aultman Health Foundation,commercial,commercial|medicare_advantage,,"unverified: model knowledge — Canton/Stark County regional payer, roughly 250-400k lives incl. TPA business; competes with SummaCare (Akron) and AmeriHealth Caritas Ohio (~100k Medicaid) for this slot",LOW CONFIDENCE rank. Regionally essential for NE-central Ohio credentialing; AmeriHealth Caritas Ohio is captured in the Medicaid MCO list even though it missed the top 10.
OK,1,Blue Cross and Blue Shield of Oklahoma,blue-cross-and-blue-shield-of-oklahoma,,Health Care Service Corporation (HCSC),commercial,commercial|medicare_advantage,,AMA Competition in Health Insurance (2024/2025 eds.): OK listed among least-competitive commercial states with a BCBS plan as the largest insurer; BCBSOK is the only marketplace carrier in all 77 counties (forhealthinsurance.com 2026). Exact statewide all-lines % not published.,Dominant commercial carrier (fully-insured + large ASO/BlueCard book) plus Blue Cross Medicare Advantage. Single largest credentialing target in the state.
OK,2,UnitedHealthcare,unitedhealthcare,UnitedHealthcare (incl. UMR ASO),UnitedHealth Group,commercial,commercial|medicare_advantage,,AARP/UHC plans hold the top MA plan-level enrollments in OK (medicare.org/medicarewire 2025-2026 plan data); commercial #2 presence per AMA state data. No single all-lines % published.,Large employer ASO (UMR) plus the leading or co-leading MA book. No Oklahoma Medicaid (not a SoonerSelect MCO).
OK,3,Oklahoma Complete Health,oklahoma-complete-health,,Centene Corporation,medicaid_mco,managed_medicaid,,"One of three SoonerSelect MCOs since 4/1/2024 (OHCA); ~583k SoonerSelect lives split three ways, plan-level split not published. unverified: model knowledge on it holding the largest MCO share via auto-assignment.",Also serves the SoonerSelect Children's Specialty Program (foster care) statewide. Centene affiliates Ambetter (exchange) and Wellcare (MA) also operate in OK — separate credentialing contracts under the same parent.
OK,4,Humana,humana,Humana (incl. Humana Healthy Horizons in Oklahoma),Humana Inc.,medicare_advantage,medicare_advantage|managed_medicaid,,Humana is a top-2 MA carrier in OK by plan enrollment (Forbes/NerdWallet 2026 plan data); SoonerSelect MCO since 4/1/2024 (OHCA). No combined % published.,MA-led book plus one of the three SoonerSelect Medicaid contracts. Minimal commercial group presence.
OK,5,Aetna (CVS Health),aetna,Aetna (incl. Aetna Better Health of Oklahoma),CVS Health,commercial,commercial|medicare_advantage|managed_medicaid,,SoonerSelect MCO since 4/1/2024 (OHCA); Aetna Medicare among the 12 MA carriers in OK (medicare.org 2026). Commercial ASO share not published for OK.,National-account ASO commercial plus SoonerSelect Medicaid and MA. Medicaid credentialing runs through the Aetna Better Health of Oklahoma entity.
OK,6,HealthChoice (Oklahoma Office of Management and Enterprise Services / EGID),healthchoice,,State of Oklahoma (Employees Group Insurance Division),commercial,commercial,,"unverified: model knowledge — self-funded plan for state, education and local-government employees (~170-190k covered lives historically); confirmed to exist via oklahoma.gov/omes 2025 premium notices but enrollment count not verified this session.","Self-funded public-employee plan, not an insurer, but a distinct credentialing/network contract many OK groups must hold."
OK,7,CommunityCare of Oklahoma,communitycare-of-oklahoma,,JV of Saint Francis Health System and Ascension St. John (Tulsa),commercial,commercial|medicare_advantage,,unverified: model knowledge — leading Tulsa-area regional HMO/PPO; CommunityCare Senior Health Plan confirmed among OK MA carriers (medicare.org 2026).,Dominant regional in the Tulsa metro; commercial HMO/PPO plus MA.
OK,8,Cigna Healthcare,cigna-healthcare,,The Cigna Group,commercial,commercial,,unverified: model knowledge — national ASO employer book in OK; no state-specific published share found this session.,"Almost entirely self-funded employer ASO; sold its MA business to HCSC (2024), so OK MA members under Cigna brands migrated toward HCSC."
OK,9,GlobalHealth,globalhealth,,"GlobalHealth Holdings, LLC",medicare_advantage,medicare_advantage|commercial,,Oklahoma-based MA carrier rated among best OK MA HMOs (MoneyGeek/US News 2026 plan data); enrollment count not published in sources reviewed.,"Oklahoma-domiciled HMO; historically a state-employee HMO option, now predominantly Medicare Advantage."
OK,10,TRICARE West (TriWest),tricare-west,TRICARE West Region (TriWest Healthcare Alliance),TriWest Healthcare Alliance,tricare,tricare,,"Oklahoma moved from TRICARE East (Humana Military) to the West Region under TriWest effective Jan 1, 2025 (TRICARE Newsroom/DoD 2024-2025).","Relevant given Tinker AFB/Fort Sill/Vance AFB populations. Provider network contracting/credentialing now via TriWest, not Humana Military."
OR,1,Kaiser Permanente Northwest,kaiser-permanente-northwest,Kaiser Foundation Health Plan of the Northwest,Kaiser Permanente,commercial,commercial|medicare_advantage,,"Named among Oregon's largest insurers by enrollment and 'by far the largest commercial insurer' in OR market summaries (ushealthinsurancesolutions.com Oregon market update / OR DFR rate filings, 2024-2026). Exact all-lines % not published.",Closed integrated delivery system — external credentialing exposure limited to affiliated/contracted providers; large MA book in Portland metro.
OR,2,Regence BlueCross BlueShield of Oregon,regence-bluecross-blueshield-of-oregon,,Cambia Health Solutions,commercial,commercial|medicare_advantage,,Consistently cited as Oregon's second-largest insurer overall and the largest Blues licensee (OR DFR consumer guides 2024-2026; statewide individual-market participant in 2026-2027 filings).,OR's Blue licensee; large fully-insured + ASO/BlueCard book plus Regence MA. Affiliate BridgeSpan sells individual plans.
OR,3,Health Share of Oregon,health-share-of-oregon,,"Nonprofit CCO (plan partners incl. CareOregon, Kaiser, Legacy/PacificSource, OHSU, Providence)",medicaid_mco,managed_medicaid,,"Largest Oregon CCO — received the largest 2025 CCO Quality Pool allocation ($76.5M) reflecting the biggest enrollment (OHA Quality Pool Initial Estimates, Nov 2025); historically ~470-550k members.","Tri-county (Multnomah/Washington/Clackamas) CCO. Most members are administered by CareOregon; credentialing often flows through the member's plan partner, not Health Share directly."
OR,4,Providence Health Plan,providence-health-plan,,Providence (health system),commercial,commercial|medicare_advantage,,Long-standing top-4 OR carrier (OR DFR rate filings; The Lund Report insurer financials). Exited the OR individual market for 2027 (OR DCBS 2026) but retains a large group/ASO + MA book. % not published.,System-owned plan; large employer-group and Medicare Advantage books concentrated in Portland metro.
